operation,property_type,lat,lon,price
rent,apartment,-23.504923,-46.427517,2000
rent,apartment,-23.505045000000003,-46.423712,1400
rent,apartment,-23.503592,-46.422562,1350
rent,apartment,-23.515212,-46.428439000000004,1200
rent,apartment,-23.51672,-46.428782,833
rent,apartment,-23.616464,-46.59669,1200
rent,apartment,-23.551706,-46.634912,2800
rent,apartment,-23.54976,-46.631245,1200
rent,apartment,-23.54976,-46.631245,1000
rent,apartment,-23.54976,-46.631245,2500
rent,apartment,-23.54976,-46.631245,1400
rent,apartment,-23.551821,-46.635726,750
rent,apartment,-23.55076,-46.636143,1000
rent,apartment,-23.548205,-46.631545,1600
rent,apartment,-23.548141,-46.63107,3500
rent,apartment,-23.548893,-46.636313,8823
rent,apartment,-23.553148,-46.63543,1200
rent,apartment,-23.553329,-46.635527,1500
rent,apartment,-23.55313,-46.63582,2000
rent,apartment,-23.552404,-46.630083,1600
rent,apartment,-23.553135,-46.635909000000005,3105
rent,apartment,-23.552513,-46.630089,1400
rent,apartment,-23.553303,-46.635769,2000
rent,apartment,-23.547822,-46.630629,1200
rent,apartment,-23.547847,-46.630507,1250
rent,apartment,-23.547847,-46.630507,1300
rent,apartment,-23.547847,-46.630507,1200
rent,apartment,-23.572618,-46.532134,1900
rent,apartment,-23.564706,-46.556622,1450
rent,apartment,-23.567547,-46.513422,1400
rent,apartment,-23.574920000000002,-46.529748,1100
rent,apartment,-23.568663,-46.543085,1800
rent,apartment,-23.574984,-46.523402000000004,1100
rent,apartment,-23.576435,-46.526528000000006,1200
rent,apartment,-23.565724,-46.538818,1500
rent,apartment,-23.575579,-46.529599,1350
rent,apartment,-23.565807999999997,-46.556328,2200
rent,apartment,-23.575579,-46.529599,950
rent,apartment,-23.571304,-46.532359,750
rent,apartment,-23.563414,-46.558263000000004,4200
rent,apartment,-23.560436,-46.550796000000005,2800
rent,apartment,-23.559084,-46.552012,1450
rent,apartment,-23.564564999999998,-46.536959,1100
rent,apartment,-23.566878,-46.543988,850
rent,apartment,-23.574638,-46.530473,1150
rent,apartment,-23.56644,-46.538721,1020
rent,apartment,-23.561517000000002,-46.540479,3500
rent,apartment,-23.563414,-46.558263000000004,1800
rent,apartment,-23.562276999999998,-46.537248,1200
rent,apartment,-23.559084,-46.552012,1500
rent,apartment,-23.567636,-46.549457000000004,2000
rent,apartment,-23.575579,-46.529599,1300
rent,apartment,-23.563519,-46.552494,2800
rent,apartment,-23.560895000000002,-46.554406,1800
rent,apartment,-23.57405,-46.531341,1500
rent,apartment,-23.575579,-46.529599,970
rent,apartment,-23.566878,-46.543988,1200
rent,apartment,-23.567901000000003,-46.542856,1100
rent,apartment,-23.564059,-46.548619,1300
rent,apartment,-23.572417,-46.535419,4500
rent,apartment,-23.572618,-46.532134,2500
rent,apartment,-23.558681,-46.552398,1200
rent,apartment,-23.500239999999998,-46.449904,3000
rent,apartment,-23.510696,-46.449053,750
rent,apartment,-23.510791,-46.450634,1000
rent,apartment,-23.509735,-46.447294,830
rent,apartment,-23.503407,-46.455021,1200
rent,apartment,-23.510791,-46.450634,760
rent,apartment,-23.509735,-46.447294,1000
rent,apartment,-23.509864,-46.445582,1200
rent,apartment,-23.510487,-46.447684,1150
rent,apartment,-23.509735,-46.447294,1000
rent,apartment,-23.494915,-46.450477,1250
rent,apartment,-23.493648999999998,-46.457395,700
rent,apartment,-23.493454,-46.457506,700
rent,apartment,-23.493454,-46.457506,1100
rent,apartment,-23.492843,-46.457469,1000
rent,apartment,-23.4944,-46.462139,700
rent,apartment,-23.4944,-46.462139,1000
rent,apartment,-23.50897,-46.447648,1000
rent,apartment,-23.49194,-46.46287,1500
